ID1,id,author,vachana,author_id
32,406,ಚೆನ್ನಬಸವಣ್ಣ,"ನಿಷ್ಠೆಯುಳ್ಳಾತಂಗೆ ನಿತ್ಯನೇಮದ ಹಂಗೇಕೆ ?
ಸತ್ಯವುಳ್ಳಾತಂಗೆ ತತ್ವವಿಚಾರದ ಹಂಗೇಕೆ ?
ಅರಿವುಳ್ಳಾತಂಗೆ ಅಗ್ಘವಣಿಯ ಹಂಗೇಕೆ ?
ಮನಶುದ್ಧವುಳ್ಳವಂಗೆ ಮಂತ್ರದ ಹಂಗೇಕೆ ?
ಭಾವ ಶುದ್ಧವುಳ್ಳವಂಗೆ ಹೂವಿನ ಹಂಗೇಕೆ ?
ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯಾ,
ನಿಮ್ಮನರಿದಾತಂಗೆ ನಿಮ್ಮ ಹಂಗೇಕೆ ?",
33,1341,ಹಡಪದಪ್ಪಣ್ಣಗಳ ಪುಣ್ಯಸ್ತ್ರೀ ಲಿಂಗಮ್ಮ,"ಸಾಸಿರದಳಕಮಲವೆಂದಡೆ ಸೂಸಿಕೊಂಡಿರುವ ಮನ.
ಪವನವೆಂದಡೆ ಎಲ್ಲೆಡೆಯಲ್ಲಿ ಸೂಸಿ ಆಡುವಂತಹದು.
ಬಿಂದುವೆಂದಡೆ ಆಗುಮಾಡುವಂತಹದು.
ಈ ಮನ ಪವನ ಬಿಂದು ಮೂರನು ಒಡಗೂಡಿ ನೋಡಲು,
ಪರಂಜ್ಯೋತಿಪ್ರಕಾಶದಂತಹ ಬೆಳಗೆ ಎನ್ನ ಕಂಗಳ ಮುಂದೆ ನಿಂದಿತ್ತು.
ಆ ಮಹಾಬೆಳಗನೆ ಕಂಗಳಲ್ಲಿ ಹೆರೆಹಿಂಗದೆ ನೋಡಿದಡೆ,
ಎನ್ನಂಗದ ಒಳಹೊರಗೆ ಪರಿಪೂರ್ಣವಾಗಿದ್ದಿತ್ತು ಕಾಣಾ
ಅಪ್ಪಣ್ಣಪ್ರಿಯ ಚೆನ್ನಬಸವಣ್ಣಾ, ನಿಮ್ಮ ಪಾದಕರುಣದಿಂದ.",
34,83,ಕಾಡಸಿದ್ಧೇಶ್ವರ,"ನಾ ಹುಟ್ಟಿದ ದ್ವಾದಶವರ್ಷಕ್ಕೆ ಎನ್ನ ತಂದೆ
ದ್ವಾದಶಮಂತ್ರವ ಕಲಿಸಿದ.
ಒಂದು ಮಂತ್ರದಿಂದ ಮತ್ರ್ಯಲೋಕವ ಸುಟ್ಟೆ.
ಒಂದು ಮಂತ್ರದಿಂದ ಪಾತಾಳಲೋಕವ ಸುಟ್ಟೆ.
ಒಂದು ಮಂತ್ರದಿಂದ ಸ್ವರ್ಗಲೋಕವ ಸುಟ್ಟೆ.
ಮೂರು ಮಂತ್ರದಿಂದ ಮುಪ್ಪುರದರಸುಗಳ ಕೊಂದೆ.
ಆರು ಮಂತ್ರದಿಂದ ಆರು ವರ್ಣವ ಸುಟ್ಟೆ.
ಇಂತೀ ಮಂತ್ರವ ಮಂತ್ರಿಸುವ ವೇಳೆಯಲ್ಲಿ
ನಾ ಸತ್ತು ಕಾಯಕವ ಮಾಡುತಿರ್ದೆನಯ್ಯ
ಕಾಡನೊಳಗಾದ ಶಂಕÀರಪ್ರಿಯ ಚನ್ನಕದಂಬಲಿಂಗ
ನಿರ್ಮಾಯಪ್ರಭುವೆ.",
35,1050,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಕಣ್ಗೆ ಕಾಬಡೆ ರೂಪಲ್ಲ, ಕೈಗೆ ಸಿಲುಕವಡೆ ದೇಹಿಯಲ್ಲ.
ನಡೆವಡೆ ಗಮನಿಯಲ್ಲ, ನುಡಿವಡೆ ವಾಚಾಳನಲ್ಲ.
ನಿಂದಿಸಿದಡೆ ಹಗೆಯಲ್ಲ, ಹೊಗಳಿದವರಿಗೆ ಕೆಳೆಯಲ್ಲ.
ಗುಹೇಶ್ವರನ ನಿಲುವು ಮಾತಿನ ಮಾಲೆಗೆ ಸಿಲುಕುವುದೆ ?
ಸಿದ್ಧರಾಮಯ್ಯ ನೀನು ಮರುಳಾದೆಯಲ್ಲಾ",
36,1409,ಶಾಂತವೀರೇಶ್ವರ (*),"`ಜ್ಞಾನಗಮ್ಯಂ ಸರಹಸ್ಯಂ ಚ ಕೈವಲ್ಯ ಫಲಕಾರಣಂ | ವೀರಶೈವಮಿತಿ ಜ್ಞೇಯ
ಮೇತಲ್ಲಕ್ಷಣಮುಚ್ಯತೇ|| ಇಂತೆಂದುದಾಗಿ  ಜ್ಞಾನದಿಂದೆಯಲ್ತಕ್ಕಂಥ ಗೋಪ್ಯ
ವಾದಂಥ ಮುಕ್ತಿ ಪದಕ್ಕೆ ಕಾರಣವಾದಂಥ ಆವುದಾನೊಂದು ಶೈವವುಂಟು, ಅದು
ವೀರಶೈವವೆಂದು ಹೇಳಲ್ಪಟ್ಟಿತ್ತಯ್ಯಾ, ಶಾಂತವೀರೇಶ್ವರಾ.
",
37,1336,ಮೆರೆಮಿಂಡಯ್ಯ,"ಚಿನ್ನ ವಿಶೇಷ ಮಣ್ಣು ಅಧಮವೆಂದಡೆ,
ಅದು ನಿಂದು ಕರಗುವುದಕ್ಕೆ
ಮಣ್ಣಿನ ಕೋವೆಯೆ ಮನೆಯಾಯಿತ್ತು.
ಇಷ್ಟವನರಿವ ವಸ್ತುವ ನೆಮ್ಮುವುದಕ್ಕೆ ಇದೇ ದೃಷ್ಟ,
ಐಘಟದೂರ ರಾಮೇಶ್ವರಲಿಂಗವನರಿವುದಕ್ಕೆ.",
38,423,ಬಸವಣ್ಣ,"ಹೊಸತಿಲ ಪೂಜಿಸಿ ಹೊಡವಂಟು ಹೋದ
ಒಕ್ಕಲಿತಿಯಂತಾುತ್ತೆನ್ನ ಭಕ್ತಿ.
ಜಂಗಮವೆನ್ನೊಡೆಯರೆಂದು ಒಕ್ಕುದ ಕೊಂಡು
ಉದಾಸೀನವ ಮಾಡಿದಡೆ,
ಇಹಲೋಕಕ್ಕೆ ದೂರ, ಪರಲೋಕಕ್ಕೆ ದೂರ  !
ಕೂಡಲಸಂಗಮದೇವ ಅಘೋರನರಕದಲ್ಲಿಕ್ಕುವ.      423",
39,1141,ಜಕ್ಕಣಯ್ಯ,"ಬಯಲೆ ಅಂಗವಾಗಿ, ನಿರ್ವಯಲೆ ಲಿಂಗವಾಗಿ,
ಭಾವಕೆ ಸಂಬಂಧವಾಯಿತ್ತು ನೋಡಾ.
ಬಯಲಿಂದ ಅಂಗವಿಲ್ಲದೆ, ನಿರ್ವಯಲೆಂಬ ಲಿಂಗವು ನಿಶ್ಶಬ್ದವಾಗಿ,
ಭಾವಕ್ಕೆ ಬೆರಗಾಯಿತ್ತು ನೋಡಾ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
40,302,ಷಣ್ಮುಖಸ್ವಾಮಿ,"ಆವ ಜಾತಿಯಲ್ಲಿ ಹುಟ್ಟಿದವನಾದಡಾಗಲಿ,
ಶ್ರೀಮಹಾದೇವನ ನೆನೆವಾತನದ್ಥಿಕ ನೋಡಾ.
ಆತನಿಂದದ್ಥಿಕ ಕಂಗಳು ತುಂಬಿ ನೋಡುವಾತ.
ಆತನಿಂದದ್ಥಿಕ ಕೈಮುಟ್ಟಿ ಪೂಜಿಸುವಾತ.
ಅದೆಂತೆಂದಡೆ, ಶಿವಧರ್ಮೇ-
``ಲಿಂಗಸ್ಯ ದರ್ಶನಂ ಪುಣ್ಯಂ ದರ್ಶನಾತ್ ಸ್ಪರ್ಶನಂ ಶುಭಂ |
ಶಿವಲಿಂಗಂ ಮಹಾಪುಣ್ಯಂ ಸರ್ವದೇವ ನಮಸ್ಕøತಂ |
ಯಃ ಸ್ಪøಶೇದಪಿ ಪಾಣಿಭ್ಯಾಂ ನ ಸ ಪಾಪೈಃ ಪರಿಲಿಪ್ಯತೇ ||''
ಎಂದುದಾಗಿ,
ಅಂತಪ್ಪ ಶಿವಲಿಂಗವನು ಹೆರೆಹಿಂಗದೆ ಅಂಗದ ಮೇಲೆ
ನಿರಂತರ ಧರಿಸಿಕೊಂಡಿಪ್ಪಾತನೆ ಎಲ್ಲರಿಂದದ್ಥಿಕ ನೋಡಾ
ಅಖಂಡೇಶ್ವರಾ.",
41,1237,ಮಾದಾರ ಧೂಳಯ್ಯ,"ಬಣ್ಣವನರಿಯದ ಬಯಲಿನಂತೆ,
ಬ್ಥಿನ್ನ ಅಬ್ಥಿನ್ನವನರಿಯದ ಬೆಳಗಿನಂತೆ,
ಛಿನ್ನ ವಿಚ್ಫಿನ್ನವನರಿಯದ ಪರಿಪೂರ್ಣದಂತೆ,
ಅವದ್ಥಿಗೊಡಲಿಲ್ಲದ ಭಾವವಿರಹಿತನಾದೆಯಲ್ಲಾ.
ಸುಳುಹುಗೆಟ್ಟು ಸೂಕ್ಷ್ಮವರತು,
ಬೆಳಗೆಂಬ ಕಳೆನಾಮ ನಷ್ಟವಾಗಿ,
ಅದೆಂತೆಯಿದ್ದಿತ್ತು, ಅಂತೆ ಆದೆಯಲ್ಲಾ
ಕಾಮಧೂಮ ಧೂಳೇಶ್ವರಾ.",
42,884,ಚೆನ್ನಬಸವಣ್ಣ,"ಅಗ್ಘವಣಿ ಸುಯಿದಾನವಾದ ಶರಣಂಗೆ,
ತನು ಸುಯಿದಾನವಾಗಬೇಕು.
ತನು ಸುಯಿದಾನವಾದ ಶರಣಂಗೆ
ಮನ ಸುಯಿದಾನವಾಗಬೇಕು.
ಮನ ಸುಯಿದಾನವಾದ ಶರಣಂಗೆ
ಪ್ರಾಣದ ಮೇಲೆ ಲಿಂಗ ಸಯವಾಗಬೇಕು.
ಪ್ರಾಣದ ಮೇಲೆ ಲಿಂಗ ಸಯವಾಗದಿರ್ದಡೆ
ಇದೆಲ್ಲ ವೃಥಾ ಎಂದಿತ್ತು ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯನ ವಚನ",
43,715,ಬಸವಣ್ಣ,"ಒಡೆಯರಿಲ್ಲದ ಮನೆಯ ತುಡುಗುಣಿ ನಾಯಿ ಹುಗುವಂತೆ,
ನೀನಿಲ್ಲದವರ ಮನೆಯ ಹೊಗೆನು, ಸಂಗಯ್ಯಾ,
ಶ್ವಪಚೋಪಿಗಳಾಗಲಿ, ಕೂಡಲಸಂಗಯ್ಯಾ
ನೀನಿದ್ದವನೆ ಕುಲಜನು.",
44,376,ಬಸವಣ್ಣ,"ಅಡವಿಯಲೊಬ್ಬ ಕಡು ನೀರಡಿಸಿ,
ಎಡೆಯಲ್ಲಿ ನೀರ ಕಂಡಂತಾುತ್ತಯ್ಯಾ.
ಕುರುಡ ಕಣ್ಣ ಪಡೆದಂತೆ,
ಬಡವ ನಿಧಾನವ ಹಡೆದಂತಾುತ್ತಯ್ಯಾ.
ನಮ್ಮ ಕೂಡಲಸಂಗನ ಶರಣರ ಬರವೆನ್ನ ಪ್ರಾಣ ಕಂಡಯ್ಯಾ.     376",
45,49,ಚೆನ್ನಬಸವಣ್ಣ,"ಪಾತಾಳದಗ್ವಣಿಯ ನೇಣಿಲ್ಲದೆ ತೆಗೆಯಬಹುದೆ,
ಸೋಪಾನದ ಬಲದಿಂದಲ್ಲದೆ ?
ಶಬ್ದಸೋಪಾನವ ಕಟ್ಟಿ ನಡೆಯಿಸಿದರು ಪುರಾತರು,
ದೇವಲೋಕಕ್ಕೆ ಬಟ್ಟೆ ಕಾಣಿರೋ.
ಮತ್ರ್ಯರ ಮನದ ಮೈಲಿಗೆಯ ಕಳೆಯಲೆಂದು
ಗೀತಮಾತೆಂಬ ಜ್ಯೋತಿಯ ಬೆಳಗಿ ಕೊಟ್ಟರು,
ಕೂಡಲಚೆನ್ನಸಂಗನ ಶರಣರು.",
46,948,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಇಷ್ಟಲಿಂಗವೆ ಪ್ರಾಣಲಿಂಗವೆಂಬ
ಮಿಟ್ಟಿಯ ಭಂಡರು ನೀವು ಕೇಳಿರೆ.
ಇಷ್ಟಲಿಂಗವನೂ ಕಾಯವನೂ ಮೆಟ್ಟಿ ಹೂಳುವಲ್ಲಿ,
ಬಿಟ್ಟು ಹೋಹ ಪ್ರಾಣಕ್ಕೆ
ಇನ್ನಾವುದು ಲಿಂಗ ಹೇಳಾ ಗುಹೇಶ್ವರಾ ?",
47,157,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಆ ಅಕ್ಷರವನು ಆರೈದು ತೋರಿರಿ
ಓರಂತೆ ಎನ್ನ ಸದುಹೃದಯನೆನಿಸಿ
ನಾದ ಕಳೆಗಳನೆನ್ನ ಆಕರದೊಳಗಿಟ್ಟು
ಅಭೇದ್ಯ ಪರಮಾನಂದ ಸತ್ಯರೂಪ ನಿತ್ಯಾನಂದ
ಶ್ರೀ ಗುರು ಚೆನ್ನಬಸವಣ್ಣನುನ್ನತವನಾರು ಬಲ್ಲರು ಹೇಳಾ,
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
48,552,ಮಡಿವಾಳ ಮಾಚಿದೇವ,"ಕಣ್ಣು ನೋಡಿ ರೂಪ ಹೇಳದಂತಿರಬೇಕು.
ಕಿವಿ ಕೇಳಿ ಶಬ್ದವ ನುಡಿಯಲರಿಯದಂತಿರಬೇಕು.
ಮನವುಂಡು ಡರ್ರನೆ ತೇಗಿ ರುಚಿಯ ಪೇಳಲರಿಯದಂತಿರಬೇಕು.
ಮನವ ತೋರುವ ಗುರುವಿನ ಕಾರುಣ್ಯದನುವ ಕಾಬ ಶಿಷ್ಯಂಗೆ,
ಮನೋಮೂರ್ತ ಮುನ್ನವೆಯಾಯಿತ್ತೆಂದ ಕಲಿದೇವಯ್ಯ.",
49,513,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಪ್ರಾಣಲಿಂಗಸಂಬಂದ್ಥಿಯಾದ ಮಹಾತ್ಮನು
ಅರಿಷಡ್ವರ್ಗಂಗಳರಿಯ,
ಕ್ಷುತ್ತು ಪಿಪಾಸು ಶೋಕ ಮೋಹ ಜರೆ ಮರಣ ಗುಣತ್ರಯದೊಳೊಂದಿ ನಿಲ್ಲ.
ತನುತ್ರಯ ಮಲತ್ರಯ ಈಷಣತ್ರಯ ಜೀವತ್ರಯ
ಅವಸ್ಥಾತ್ರಯವೆಂಬ ಪಂಚದಶ ಮಾಯಾಪಟಲ ಹರಿದು ಮರೆದು
ಮಹಾಘನ ಬೆಳಗಿನ ಸುಖವ ಸುಗ್ಗಿಯೊಳಿರ್ದು
ಪ್ರಾಣಲಿಂಗವನರ್ಚಿಸುತ್ತಿಹನು ಭಕ್ತಿತ್ರಯಗೂಡಿ
ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗದಲ್ಲಿ.",
50,418,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಹೆರೆಹಿಂಗದಾಚಾರ ಅಂಗವೇದಿಯಾಗಿ,
ಇತರ ಸಂಗಸಂಯೋಗದತಿಶಯವನಳಿದು
ನಿರತಿಶಯ ನಿಜಾನಂದಮಹಿಮನು ನೋಡಾ.
ಕರಣವೃತ್ತಿ ಚರಣವ ಕೊಯ್ದು ಅರಿದರ್ಪಿತಮುಖಿ ಅನುಭಾವಿ ನೋಡಾ.
ಶಿವಾಣತಿವಿಡಿದು ಸತ್ತುಚಿತ್ತಾನಂದ ನಿತ್ಯದಾಸೋಹಿಯಾಗಿರ್ದ
ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗದಲ್ಲಿ ನೋಡಾ.",
51,190,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಆನೆತ್ತಲಯ್ಯಾ, ಕ್ರಿಮಿಕೀಟಕನಾಗಿ ಹುಟ್ಟುವನ ಹುಟ್ಟ ಕೆಡಿಸಿದೆ.
ಇನ್ನಹುದಾನೇನರಿದು ಹೇಳಾ, ಎಲೆ ಅಯ್ಯಾ.
ಶುದ್ಧಸಿದ್ಧಪ್ರಸಿದ್ಧವನು ತೋರಿ
ಪ್ರಾಪ್ತಭೋಕ್ತಭುಕ್ತಿಯೆಂಬುದಕ್ಕೆ ಹೊರಗು ಮಾಡಿದೆ.
ಇನ್ನು ನಾನಿನಪ್ಪುದೇನರಿದೈ,
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
52,1148,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಹಿಂದು ಮುಂದು ಸಂದಳಿದ ಬಳಿಕ
ಆನು ನೀನೆಂಬ ಭೇದವೇತಕಯ್ಯ?
ಆನಂದ ಅಪರಸ್ಥಾನದಲ್ಲಿ ಶುದ್ಧ ಸಂಯೋಗವಾದ ಬಳಿಕ
ದಳ ಪ್ರತಿಷ್ಠೆಯ ಮಾಡಿನೆಂದು ಏನೆಂಬೆನಯ್ಯ?
ಪೂರ್ವದಳದಲ್ಲಿ ಲಕ್ಷವು ಇಪ್ಪತ್ನಾಲ್ಕುಸಾವಿರ ಎಸಳು,
ಅಪರದಳದಲ್ಲಿ ಹದಿನಾಲ್ಕುಸಾವಿರ ಎಸಳು,
ನಾನಾ ವರ್ಣ ಆನಂದನೆಂಬ ಅದ್ಥಿದೇವತೆ ಮಧ್ಯಮಸ್ಥಾನದಲ್ಲಿ,
ಸಿದ್ಧ ಸಂಯೋಗವೆಂಬ ಸರೋವರದಲ್ಲಿ,
ವೈನೈಯೆಂಬ ಕೊಳಂಗಳು
ಹನಾರೆಸಳಿನ ಕಮಳ ಬೀಜಾಕ್ಷರಂಗಳೆಂಟು,
ಅದ್ಥಿದೇವತೆ ಸಚ್ಚಿದಾನಂದನೆಂಬ ಗಣೇಶ್ವರ
ಆನಂದ ಬ್ರಹ್ಮಲೋಕದಲ್ಲಿ ಗುರುವೆಂಬ ಸರೋವರದಲ್ಲಿ
ನಿತ್ಯವೆಂಬ ಕೊಳ.
ಶುದ್ಥಶ್ವೇತನೆಂಬ ಅಮೃತ ಪ್ರವಾಹ,
ದಳವೊಂದು, ಮೂಲ ಮೂರು, ಫಲವಾರು
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನನೆಂಬ ಅದ್ಥಿದೇವತೆ.",
53,1258,ಚೆನ್ನಬಸವಣ್ಣ,"ತನುವ ಕೊಟ್ಟು ತನು ಬಯಲಾಯಿತ್ತು,
ಮನವ ಕೊಟ್ಟು ಮನ ಬಯಲಾಯಿತ್ತು,
ಧನವ ಕೊಟ್ಟು ಧನ ಬಯಲಾಯಿತ್ತು,
ಈ ತ್ರಿವಿಧವನು ಕೊಟ್ಟು ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯನಲ್ಲಿ
ಬಸವಣ್ಣಂಗೆ ಬಯಲಸಮಾಧಿಯಾಯಿತ್ತು.",
54,1291,ಜಕ್ಕಣಯ್ಯ,"ಆರು ಕೇರಿಗಳಲ್ಲಿ ಆರು ಮೂರ್ತಿಗಳಿಪ್ಪರು ನೋಡಾ.
ಆರು ಮೂರ್ತಿಗಳಲ್ಲಿ ಆರು ಶಕ್ತಿಗಳಿಪ್ಪರು ನೋಡಾ.
ಆರು ಶಕ್ತಿಗಳು ಆರಾರು ಲಿಂಗಾರ್ಚನೆಯ ಮಾಡಿ
ಮೂರು ಬಾಗಿಲ ದಾಂಟಿ ಮಹಾಘನಲಿಂಗವನಾಚರಿಸುತಿರ್ಪರು ನೋಡಾ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
55,400,ಬಸವಣ್ಣ,"ಸಮಯೋಚಿತದಲ್ಲಿ ಲಿಂಗಾರ್ಚನೆಯ ಮಾಡುತಿಪ್ಪನಾ ಭಕ್ತನು.
ಮಾಡಿದಡೆ ಮಾಡಲಿ, ಮಾಡಿದಡೆ ತಪ್ಪೇನು
ಆ ಜಂಗಮದ ಶಬ್ದವ ಕೇಳಿ ಪ್ರಸಾದಕ್ಕೆ ಕೈದುಡುಕಿದಡೆ
ಅದು ಪ್ರಸಾದವಲ್ಲ, ಕಿಲ್ಬಿಷ.
ಆ ಸಮಯೋಚಿತದಲ್ಲಿ ಬಂದ ಜಂಗಮದ ಶಬ್ದವ ಕೇಳಿ
ಪ್ರಸಾದಕ್ಕೆ ಕೈದೆಗೆದಡೆ, ಅದು ಲಿಂಗಕ್ಕೆ ಬೋನ.
ಇದು ಕಾರಣ, ಕೂಡಲಸಂಗಮದೇವಾ,
ಇಂತಪ್ಪ ಸದಾಚಾರಿಗಳನೆನಗೆ ತೋರಾ        400",
56,278,ಚೆನ್ನಬಸವಣ್ಣ,"ಲಿಂಗಪ್ರಸಾದಿಗಳೆಂಬರು ಬಲ್ಲರೆ ನೀವು ಹೇಳರೋ!
ಸಜ್ಜನಶುದ್ಧಶಿವಾಚಾರಸಂಪನ್ನರಪ್ಪ ಸದ್ಭಕ್ತರು
ತಮ್ಮ ಲಿಂಗಕ್ಕೆ ಗುರುಮಂತ್ರೋಪದೇಶದಿಂದ
ಅಷ್ಟವಿಧಾರ್ಚನೆ ಷೋಡಶೋಪಚಾರವ ಮಾಡಿ,
ಸಕಲ ಪದಾರ್ಥವೆಲ್ಲವ ಪ್ರಮಾಣಿನಲ್ಲಿ ಭರಿತವಾಗಿ ಗಡಣಿಸಿ,
ತನು ಕರಗಿ ಮನ ಕರಗಿ ನಿರ್ವಾಹ ನಿಷ್ಪತ್ತಿಯಲಿ ಗಟ್ಟಿಗೊಂಡು
ತಟ್ಟುವ ಮುಟ್ಟುವ ಭೇದದಲ್ಲಿಯೇ ಚಿತ್ತವಾಗಿ ಲಿಂಗಾರ್ಪಿತವ ಮಾಡೂದು
ಆ ಪ್ರಸಾದವ ತನ್ನ ಪಂಚೇಂದ್ರಿಯ ಸಪ್ತಧಾತು ತೃಪ್ತವಾಗಿ ಭೋಗಿಸೂದು.
ಲಿಂಗಪ್ರಸಾದ ಗ್ರಾಹಕನ ಪರಿಯಿದು,
ಕೊಡಲಚೆನ್ನಸಂಗಮದೇವಾ.",
57,1108,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಕಾಯವೆಂಬ ಕಲ್ಪಿತವ ಕಳೆದು, ಪ್ರಾಣವೆಂಬ ಸೂತಕವ ಹರಿದು,
ನಿಜಭಕ್ತಿ ಸಾಧ್ಯವಾದಲ್ಲದೆ ಲಿಂಗಪರಿಣಾಮವನೆಯ್ದಿಸಬಾರದು (ವೇಧಿಸಬಾರದು
?)
ಅನು ಮಾಡಿದೆ, ನೀವು ಕೈಕೊಳ್ಳಿ ಎಂದಡೆ ಅದೇ ಅಜಾÕನ.
ನಮ್ಮ ಗುಹೇಶ್ವರಲಿಂಗಕ್ಕೆ ಕುರುಹಳಿದು ನಿಜ ಉಳಿದವಂಗಲ್ಲದೆ
ಪದಾರ್ಥವ ನೀಡಬಾರದು ಕಾಣಾ ಸಂಗನಬಸವಣ್ಣಾ.",
58,1086,ದಾಸೋಹದ ಸಂಗಣ್ಣ,"ಕಕ್ಷೆ ಭಕ್ತನ ಸೋಂಕು.
ಮುಖಸಜ್ಜೆ ಮಾಹೇಶ್ವರನ ಸೋಂಕು.
ಕರಸ್ಥಲ ಪ್ರಾಣಲಿಂಗಿಯ ಸೋಂಕು.
ಉತ್ತಮಾಂಗ ಶರಣನ ಸೋಂಕು.
ಅಮಳೋಕ್ಯ ಐಕ್ಯನ ಸೋಂಕು.
ಭಕ್ತಂಗೆ ಆಚಾರಲಿಂಗ, ಮಾಹೇಶ್ವರಂಗೆ ಸದಾಚಾರಲಿಂಗ,
ಪ್ರಸಾದಿಗೆ ವಿಚಾರಲಿಂಗ, ಪ್ರಾಣಲಿಂಗಿಗೆ ಸರ್ವವ್ಯವಧಾನ
ಸನ್ನದ್ಧಲಿಂಗ,
ಶರಣಂಗೆ ಅವಿರಳ ಸಂಪೂರ್ಣಲಿಂಗ, ಐಕ್ಯಂಗೆ ಪರಮ
ಪರಿಪೂರ್ಣಲಿಂಗ
ಇಂತೀ ಆರುಸ್ಥಲ ಷಟ್ಕರ್ಮ ಷಡ್ವಿಧಲಿಂಗ ಭೇದಂಗಳಲ್ಲಿ
ಮುಂದಣ ವಸ್ತುವೊಂದುಂಟೆಂದು ಸಂಗವ ಮಾಡುವುದಕ್ಕೆ
ಆರಂಗದ ಪಥಗೂಡಿ ಕಾಬಲ್ಲಿ ವಸ್ತುವನೊಡಗೂಡುವುದೊಂದೆ
ಭೇದ.
ಇಂತೀ ಸ್ಥಲವಿವರ ಕೂಟಸಂಬಂಧ.
ಏಕಮೂರ್ತಿ ತ್ರಿವಿಧಸ್ಥಲವಾಗಿ, ತ್ರಿವಿಧಮೂರ್ತಿ ಷಡುಸ್ಥಲವಾಗಿ
ಮಿಶ್ರಕ್ಕೆ ಮಿಶ್ರ ತತ್ವಕ್ಕೆ ತತ್ವ ಬೊಮ್ಮಕ್ಕೆ ಪರಬ್ರಹ್ಮವನರಿತಡೂ,
ಹಲವು ಹೊಲಬಿನ ಪಥದಲ್ಲಿ ಬಂದಡೂ
ಪಥ ಹಲವಲ್ಲದೆ ನಗರಕ್ಕೆ ಒಂದೆ ಒಲಬು.
ಇಂತೀ ಸ್ಥಲವಸ್ತುನಿರ್ವಾಹ.
ಶಂಭುವಿನಿಂದಿತ್ತ ಸ್ವಯಂಭುವಿನಿಂದತ್ತ ಅತಿಬಳ ನೋಡಾ,
ಮಾತುಳಂಗ ಮಧುಕೇಶ್ವರನು.",
59,1576,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಸಹಜದಿಂದ ನಿರಾಲಂಬವಾಯಿತ್ತು, ನಿರಾಲಂಬದಿಂದ ನಿರಾಳವಾಯಿತ್ತು.
ನಿರಾಳದಿಂದ ನಿರವಯವಾಯಿತ್ತು, ನಿರವಯದಿಂದ ಅನಾದಿಯಾಗಿತ್ತು.
ಅನಾದಿಯಲ್ಲಿ ಮೂರ್ತಿಯಾದನೊಬ್ಬ ಶರಣ.
ಆ ಶರಣನ ಮೂರ್ತಿಯಿಂದ ಸದಾಶಿವನಾದ,
ಆ ಸದಾಶಿವನ ಮೂರ್ತಿಯಿಂದ ಶಿವನಾದ,
ಆ ಶಿವನ ಮೂರ್ತಿಯಿಂದ ರುದ್ರನಾದ, ಆ ರುದ್ರನ ಮೂರ್ತಿಯಿಂದ ವಿಷ್ಣುವಾದ.
ಆ ವಿಷ್ಣುವಿನ ಮೂರ್ತಿಯಿಂದ ಬ್ರಹ್ಮನಾದ.
ಆ ಬ್ರಹ್ಮನ ಮೂರ್ತಿಯಿಂದಾದವು ಸಕಲ ಜಗತ್ತುಗಳೆಲ್ಲಾ_
ಇವರೆಲ್ಲ ನಮ್ಮ ಗುಹೇಶ್ವರನ ಕರಸ್ಥಲದ ಹಂಗಿನಲ್ಲಿ ಹುಟ್ಟಿ ಬೆಳೆದರು",
